time,vehicle_id,location_x,location_y,location_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,rotation_roll,rotation_pitch,rotation_yaw,control_brake,control_throttle,control_steer,torque_curveX,torque_curveY
1708935551.7894862,648,-110.89388275146484,6.31925630569458,0.7461000084877014,0.0,0.0,-0.9800000786781311,0.0,0.0,-9.80000114440918,0.0,0.0,0.0,0.0,0.0,-0.13946533203125,0.0,0.3499999940395355,0.5,1000.0,420.0
1708935551.8545508,648,-110.89388275146484,6.31925630569458,0.34429991245269775,0.0,0.0,-2.940000295639038,0.0,0.0,-9.800000190734863,0.0,0.0,0.0,0.0,0.0,-0.13946533203125,0.0,0.3499999940395355,0.30000001192092896,1000.0,420.0
1708935551.923846,648,-110.8934555053711,6.319291114807129,-0.05572345480322838,0.00255070673301816,-0.003602503100410104,0.20728468894958496,0.02550717629492283,-0.03602492809295654,29.03936767578125,0.9231551885604858,-1.3749432563781738,-0.0013219746761023998,-0.0711669921875,0.07333573698997498,-0.1395263820886612,0.30000001192092896,0.0,0.004628762602806091,1000.0,420.0
1708935551.977163,648,-110.89324951171875,6.319265842437744,-0.027873115614056587,-0.00030170459649525583,0.001192950177937746,0.29369693994522095,-0.028524111956357956,0.047954536974430084,0.8641225099563599,-0.3505117893218994,0.168858602643013,0.00013764826871920377,-0.0633850023150444,0.10944011807441711,-0.1395568549633026,0.0,0.3499999940395355,0.004531600046902895,1000.0,420.0
1708935552.0363195,651,-112.30239868164062,2.822676658630371,0.7461000084877014,0.0,0.0,-0.9800000786781311,0.0,0.0,-9.80000114440918,0.0,0.0,0.0,0.0,0.0,-0.13946533203125,0.0,0.0,0.0,1000.0,420.0
1708935552.0363195,650,-51.40482711791992,-76.34429168701172,0.7441999912261963,0.0,0.0,-1.9600002765655518,0.0,0.0,-9.800002098083496,0.0,0.0,0.0,0.0,0.0,89.66251373291016,0.0,0.0,0.0,1000.0,420.0
1708935552.0363195,649,-43.836936950683594,76.78081512451172,0.6442995071411133,0.0,0.0,-2.940000295639038,0.0,0.0,-9.800000190734863,0.0,0.0,0.0,0.0,0.0,-89.62068939208984,0.0,0.3499999940395355,-5.91656134929508e-06,1000.0,420.0
1708935552.0363195,648,-110.89383697509766,6.319267272949219,0.018000755459070206,-0.00029593161889351904,0.0002644106571096927,0.03535393625497818,0.0028028003871440887,-0.0025640891399234533,-0.6271239519119263,-0.058589693158864975,0.15849144756793976,2.2875603463035077e-05,-0.007843017578125,0.012950037606060505,-0.1394348293542862,0.0,0.3499999940395355,-1.5412797438330017e-05,1000.0,420.0
1708935552.0363195,653,16.355600357055664,-0.9904930591583252,0.34429991245269775,0.0,0.0,-2.940000295639038,0.0,0.0,-9.800000190734863,0.0,0.0,0.0,0.0,0.0,179.86048889160156,0.0,0.0,0.0,1000.0,420.0
1708935552.0363195,652,17.84708023071289,-4.494134426116943,0.34429991245269775,0.0,0.0,-2.940000295639038,0.0,0.0,-9.800000190734863,0.0,0.0,0.0,0.0,0.0,179.86048889160156,0.0,0.0,0.0,1000.0,420.0
1708935552.2101948,651,-112.30239868164062,2.822676658630371,0.01796119660139084,2.202282075813855e-06,-4.4289006950748444e-07,-2.6966562271118164,2.20228212128859e-05,-4.428900865605101e-06,2.433440685272217,8.929400792112574e-05,-0.00014879707305226475,-3.3131286727439146e-06,0.0,0.0,-0.13946533203125,0.0,0.3499999940395355,4.110641782517632e-08,1000.0,420.0
1708935552.2101948,650,-51.40462112426758,-76.3431625366211,-0.006320647895336151,0.008027104660868645,0.004283812362700701,0.16579686105251312,0.08027105033397675,0.04283812269568443,40.85796356201172,2.4223530292510986,2.202353000640869,0.004220099188387394,0.0013332655653357506,0.15150724351406097,89.66259002685547,0.0,0.3499999940395355,0.009638950228691101,1000.0,420.0
1708935552.2101948,649,-43.836936950683594,76.78081512451172,-0.00552366254851222,6.514283541037003e-06,-0.000995943322777748,0.007463378831744194,6.514283450087532e-05,-0.009959433227777481,39.274627685546875,-0.5177149176597595,-0.666094958782196,0.003485918277874589,0.0,0.0,-89.62068939208984,0.30000001192092896,0.0,-5.9347662499931175e-06,1000.0,420.0
1708935552.2101948,648,-110.89388275146484,6.31926965713501,0.019895609468221664,-3.0068160413065925e-05,6.241759547265247e-05,-0.003020658390596509,0.0008567526238039136,-0.0006648898706771433,-0.09455890208482742,-0.013889292255043983,0.016049787402153015,1.1458685094112298e-06,-0.0018615724984556437,-0.0003961509501095861,-0.1394348293542862,0.0,0.3499999940395355,-1.252929178008344e-05,1000.0,420.0
1708935552.2101948,655,-47.32692337036133,75.25765991210938,-0.00552366254851222,6.50784431854845e-06,-0.0009959525195881724,0.007463378831744194,6.50784422759898e-05,-0.009959525428712368,39.274627685546875,-0.5177187919616699,-0.6660950779914856,0.0034859515726566315,0.0,0.0,-89.62068939208984,0.0,0.3499999940395355,-9.83816607913468e-06,1000.0,420.0
1708935552.2101948,654,-54.911869049072266,-77.22115325927734,-0.008802604861557484,0.010641733184456825,-0.001514858566224575,0.14250175654888153,0.10641732811927795,-0.01514858566224575,40.62500762939453,-0.029535626992583275,1.9454572200775146,-0.13435719907283783,-0.0967102125287056,0.16062554717063904,89.80802154541016,0.30000001192092896,0.0,0.006751548498868942,1000.0,420.0
1708935552.2101948,653,16.355175018310547,-0.9904946684837341,-0.0028036306612193584,0.0007869231048971415,-0.0009713375475257635,0.19896100461483002,0.004884753376245499,0.0022548914421349764,-0.9473509788513184,0.2379993498325348,-0.42834779620170593,0.00022404646733775735,-0.033081043511629105,0.07263905555009842,179.8604736328125,0.0,0.3499999940395355,7.39007955417037e-05,1000.0,420.0
1708935552.2101948,652,17.84665298461914,-4.494136333465576,-0.0028036118019372225,0.0007869492401368916,-0.0009712883620522916,0.19896115362644196,0.0048859016969799995,0.0022599059157073498,-0.947353720664978,0.2379608452320099,-0.42836230993270874,0.0002240449539385736,-0.033081043511629105,0.07263905555009842,179.8604736328125,0.0,0.3499999940395355,7.421360351145267e-05,1000.0,420.0
1708935552.421163,651,-112.30235290527344,2.8226866722106934,0.01800033450126648,-0.00029588129837065935,0.000264128262642771,0.035354603081941605,0.0027898671105504036,-0.0026337977033108473,-0.6271265745162964,-0.058614566922187805,0.15844711661338806,2.2979602363193408e-05,-0.00787353515625,0.012963698245584965,-0.13946533203125,0.0,0.3499999940395355,-1.9827897631330416e-05,1000.0,420.0
1708935552.421163,653,16.355520248413086,-0.9905034899711609,0.01800069771707058,0.0002959090634249151,-0.0002643256157170981,0.03535379469394684,-0.0027890088967978954,0.0026339655742049217,-0.6271257400512695,0.05857369676232338,-0.15847930312156677,2.28926473937463e-05,-0.007843017578125,0.012950037606060505,179.86048889160156,0.0,0.3499999940395355,-1.7441732779843733e-05,1000.0,420.0
1708935552.421163,649,-43.836971282958984,76.77983856201172,0.07546611875295639,0.0006354801007546484,-0.0928734764456749,-0.00032579421531409025,0.006013105623424053,-0.9290889501571655,-0.16500605642795563,0.2988796532154083,0.005766693037003279,-0.0020134190563112497,-0.00048828116268850863,-0.002807207638397813,-89.62078857421875,0.0,0.3499999940395355,2.2984737370279618e-05,1000.0,420.0
1708935552.421163,648,-110.54151916503906,6.318185806274414,0.01922725699841976,0.9123072624206543,-0.0022604460828006268,4.410743713378906e-05,0.6906998157501221,-0.0008169352076947689,0.0012658118503168225,0.0012550890678539872,0.05871163681149483,-0.00854561198502779,8.511882333550602e-05,-0.03286686912178993,-0.12344357371330261,0.0,0.3499999940395355,-0.0005070407642051578,1000.0,420.0
1708935552.421163,655,-47.32693099975586,75.25337982177734,0.07556407898664474,0.0011658979346975684,-0.17230156064033508,-0.0003250217414461076,0.011318165808916092,-1.723369836807251,-0.16499748826026917,0.41135358810424805,0.006537397857755423,0.0016883162315934896,-0.0004882813664153218,-0.011385925114154816,-89.62078857421875,0.0,0.3499999940395355,2.6864685423788615e-05,1000.0,420.0
1708935552.421163,654,-54.91084671020508,-77.22124481201172,0.06792215257883072,0.0008870602468959987,0.09310828149318695,0.006715850904583931,0.008872710168361664,0.9297361969947815,-0.11526115238666534,-0.01820596121251583,-0.6407994627952576,-0.0801471620798111,-0.1049804612994194,0.1388782262802124,89.72135925292969,0.0,0.3499999940395355,0.005020011682063341,1000.0,420.0
